798,0
263,0
370,0
641,0
480,0
1049,0
456,0
931,0
434,0
1035,0
869,0
650,0
818,0
112,0
874,0
489,0
854,0
547,0
532,0
987,0
661,0
663,0
347,0
616,0
36,0
0,0
154,0
726,0
1028,0
416,0
314,0
394,0
205,0
404,0
12,0
56,0
980,0
205,0
335,0
834,0
1080,0
486,0
710,0
368,0
386,0
443,0
188,0
765,0
546,0
1576,1
1383,1
1497,1
1362,1
1375,1
1179,1
1681,1
1254,1
1462,1
2402,1
1124,1
5129,1
7091,1
1242,1
1205,1
1302,1
1153,1
1471,1
1145,1
1455,1
864,0
1068,0
838,0
992,0
105,0
568,0
135,0
1038,0
501,0
167,0
930,0
1043,0
583,0
979,0
401,0
405,0
495,0
687,0
463,0
642,0
446,0
0,0
251,0
83,0
670,0
978,0
541,0
666,0
327,0
985,0
473,0
259,0
249,0
548,0
310,0
184,0
308,0
342,0
621,0
586,0
663,0
562,0
914,0
363,0
513,0
221,0
315,0
238,0
138,0
802,0
598,0
119,0
652,0
86,0
2074,1
1946,1
22349,1
1557,1
2082,1
1160,1
1177,1
1854,1
1166,1
3006,1
1123,1
2084,1
1302,1
1174,1
1673,1
1033,0
158,0
416,0
258,0
515,0
997,0
65,0
692,0
1058,0
868,0
602,0
383,0
474,0
756,0
563,0
169,0
628,0
524,0
0,0
297,0
591,0
267,0
108,0
748,0
761,0
339,0
995,0
153,0
649,0
900,0
367,0
625,0
801,0
672,0
186,0
662,0
307,0
489,0
758,0
757,0
813,0
827,0
807,0
1469,1
3050,1
1137,1
1181,1
1189,1
2795,1
1334,1
1534,1
1282,1
2008,1
1585,1
2690,1
1888,1
1230,1
1189,1
1456,1
1836,1
1160,1
10694,1
1175,1
1200,1
1287,1
1825,1
1268,1
1912,1
1786,1
796,0
890,0
328,0
1029,0
916,0
669,0
956,0
602,0
209,0
936,0
509,0
604,0
385,0
312,0
1028,0
595,0
354,0
137,0
897,0
107,0
670,0
499,0
545,0
1075,0
710,0
527,0
587,0
626,0
291,0
927,0
251,0
1028,0
240,0
292,0
415,0
1065,0
368,0
160,0
772,0
591,0
314,0
361,0
571,0
228,0
408,0
267,0
1440,1
1912,1
1668,1
1102,1
5006,1
1568,1
2050,1
1351,1
1225,1
1133,1
2567,1
1626,1
1710,1
1179,1
1294,1
1532,1
1707,1
1744,1
2175,1
1818,1
1320,1
1628,1
2097,1
475,0
459,0
247,0
194,0
858,0
71,0
92,0
622,0
202,0
754,0
132,0
273,0
0,0
824,0
422,0
697,0
515,0
834,0
593,0
212,0
466,0
181,0
732,0
568,0
236,0
0,0
894,0
360,0
524,0
940,0
352,0
461,0
351,0
717,0
380,0
331,0
326,0
350,0
580,0
968,0
176,0
556,0
1043,0
561,0
279,0
662,0
346,0
347,0
1748,1
2346,1
4531,1
1764,1
1211,1
1329,1
2591,1
3437,1
2206,1
1247,1
1239,1
3381,1
1356,1
1361,1
1177,1
1827,1
1209,1
3161,1
1212,1
2336,1
2335,1
434,0
304,0
631,0
319,0
620,0
843,0
68,0
89,0
14,0
997,0
505,0
203,0
274,0
511,0
509,0
697,0
516,0
291,0
834,0
175,0
296,0
232,0
639,0
879,0
148,0
528,0
678,0
605,0
846,0
519,0
267,0
802,0
428,0
455,0
216,0
888,0
91,0
876,0
944,0
955,0
283,0
548,0
773,0
106,0
1070,0
457,0
240,0
136,0
343,0
476,0
1918,1
1542,1
1539,1
1657,1
1463,1
1234,1
1116,1
3898,1
2348,1
2710,1
1404,1
14034,1
7347,1
2708,1
1352,1
1204,1
1358,1
4886,1
1618,1
1023,0
574,0
